Image Tag,Analysis Region,Total Cells,Hoechst 33342  ,Rhodamine 6G  ,Cy5  ,5-FAM  ,Texas Red  ,Hoechst 33342 Positive Nuclei Cells,Negative Nuclei Cells,Rhodamine 6G Positive Cytoplasm Cells,Cy5 Positive Cytoplasm Cells,5-FAM Positive Cytoplasm Cells,Texas Red Positive Cytoplasm Cells,Negative Cytoplasm Cells,VISTA+CD11b+ Cells,VISTA+CD11b+PanCKp Cells,VISTA+CD11b+PanCKn Cells,VISTA+CD68+ Cells,VISTA+CD68+PanCKp Cells,VISTA+CD68+PanCKn Cells,CD11b+CD68+ Cells,CD11b+CD68+PanCKp Cells,CD11b+CD68+PanCKn Cells,VISTA+PanCKp Cells,VISTA+PanCKn Cells,CD11b+PanCKp Cells,CD11b+PanCKn Cells,CD68+PanCKp Cells,CD68+PanCKn Cells,% Hoechst 33342  ,% Rhodamine 6G  ,% Cy5  ,% 5-FAM  ,% Texas Red  ,% Hoechst 33342 Positive Nuclei Cells,% Rhodamine 6G Positive Cytoplasm Cells,% Cy5 Positive Cytoplasm Cells,% 5-FAM Positive Cytoplasm Cells,% Texas Red Positive Cytoplasm Cells,% VISTA+CD11b+  ,% VISTA+CD11b+PanCKp  ,% VISTA+CD11b+PanCKn  ,% VISTA+CD68+  ,% VISTA+CD68+PanCKp  ,% VISTA+CD68+PanCKn  ,% CD11b+CD68+  ,% CD11b+CD68+PanCKp  ,% CD11b+CD68+PanCKn  ,% VISTA+PanCKp  ,% VISTA+PanCKn  ,% CD11b+PanCKp  ,% CD11b+PanCKn  ,% CD68+PanCKp  ,% CD68+PanCKn  ,Hoechst 33342 Avg Positive Nuclei Intensity,Rhodamine 6G Avg Positive Cytoplasm Intensity,Cy5 Avg Positive Cytoplasm Intensity,5-FAM Avg Positive Cytoplasm Intensity,Texas Red Avg Positive Cytoplasm Intensity,Avg Cell Area (μm²),Avg Cytoplasm Area (μm²),Avg Nucleus Area (μm²),Avg Nucleus Perimeter (μm),Avg Nucleus Roundness,Area Analyzed (μm²)
NVA_PREDICT-COMBO2-Prod_19T032882-16.LP-01-31.C2.czi,Layer 2,54743,54743,547,4145,30197,5065,54743,0,547,4145,30197,5065,19351,87,75,12,390,56,334,5,3,334,3308,1757,527,20,381,3764,100,0.999215,7.571744,55.161392,9.252324,100,0.999215,7.571744,55.161392,9.252324,0.158924,0.137004,0.021921,0.71242,0.102296,0.610124,0.009134,0.00548,0.610124,6.042782,3.209543,0.96268,0.036534,0.695979,6.875765,18831.14844,397.354095,9800.84375,2827.504395,391.392334,94.97139,61.132484,33.838905,26.421865,0.719723,36632204
NVA_PREDICT-COMBO2-Prod_19T034099-15.LP-01-34.C2.czi,Layer 1,573426,573426,256,5961,108877,26432,573426,0,256,5961,108877,26432,435107,123,11,112,205,4,201,2,0,201,2647,23785,25,231,221,5740,100,0.044644,1.039541,18.987106,4.609488,100,0.044644,1.039541,18.987106,4.609488,0.02145,0.001918,0.019532,0.03575,0.000698,0.035052,0.000349,0,0.035052,0.461611,4.147876,0.00436,0.040284,0.03854,1.001001,12393.45606,470.630432,5107.556641,4322.938965,364.642334,94.319992,55.820629,38.499363,28.408936,0.715994,100347704
NVA_PREDICT-COMBO2-Prod_19T034099-15.LP-01-34.C2.czi,Layer 2,202578,202578,169,3208,81605,22369,202578,0,169,3208,81605,22369,104424,103,18,85,204,42,162,0,0,162,8398,13971,69,100,483,2725,100,0.083425,1.583588,40.283249,11.042167,100,0.083425,1.583588,40.283249,11.042167,0.050845,0.008885,0.041959,0.100702,0.020733,0.079969,0,0,0.079969,4.145564,6.896603,0.034061,0.049364,0.238427,1.345161,14857.67481,459.823639,12113.66602,2634.883057,449.093781,93.21579,58.887405,34.328388,27.271725,0.696899,55234380
NVA_PREDICT-COMBO2-Prod_19T034429-10.LP-01-35.C2.czi,Layer 1,1149753,1149753,224,15694,139422,50908,1149753,0,224,15694,139422,50908,948443,95,15,80,673,110,563,1,1,563,2907,48001,91,133,1297,14397,100,0.019482,1.364989,12.126257,4.427733,100,0.019482,1.364989,12.126257,4.427733,0.008263,0.001305,0.006958,0.058534,0.009567,0.048967,0.000087,0.000087,0.048967,0.252837,4.174897,0.007915,0.011568,0.112807,1.252182,33110.92578,408.887604,4704.050293,2921.349609,340.913605,87.01535,50.754284,36.26107,27.573061,0.711788,142458208
NVA_PREDICT-COMBO2-Prod_19T034429-10.LP-01-35.C2.czi,Layer 2,67673,67673,96,1811,22769,2153,67673,0,96,1811,22769,2153,42127,12,8,4,40,10,30,2,2,30,796,1357,91,5,362,1449,100,0.141859,2.676104,33.645618,3.181476,100,0.141859,2.676104,33.645618,3.181476,0.017732,0.011822,0.005911,0.059108,0.014777,0.044331,0.002955,0.002955,0.044331,1.176245,2.005231,0.13447,0.007388,0.534925,2.141179,24560.28516,400.317078,8613.119141,2384.9646,380.20108,95.118538,60.673309,34.445225,26.734951,0.712215,21643454
NVA_PREDICT-COMBO2-Prod_19T031101-0.LP-01-44.C2.czi,Layer 1,6194,6194,83,33,2203,1465,6194,0,83,33,2203,1465,2842,12,12,0,21,7,14,0,0,14,321,1144,83,0,14,19,100,1.340006,0.532774,35.566677,23.65192,100,1.340006,0.532774,35.566677,23.65192,0.193736,0.193736,0,0.339038,0.113013,0.226025,0,0,0.226025,5.182435,18.469486,1.340006,0,0.226025,0.306748,31408.99414,416.966217,4732.637695,5215.180176,621.769348,83.521049,52.139408,31.381641,25.590418,0.706205,1004592.188
NVA_PREDICT-COMBO2-Prod_19T031901-7.LP-01-28.C2.czi,Layer 1,224403,224403,93,212,103967,803,224403,0,93,212,103967,803,119546,34,4,30,1,1,0,1,1,0,146,657,17,76,25,187,100,0.041443,0.094473,46.330486,0.357838,100,0.041443,0.094473,46.330486,0.357838,0.015151,0.001783,0.013369,0.000446,0.000446,0,0.000446,0.000446,0,0.065062,0.292777,0.007576,0.033868,0.011141,0.083332,31319.08398,438.594604,5638.908691,2716.344238,322.665436,92.872688,52.493778,40.378914,29.347885,0.709539,39262456
NVA_PREDICT-COMBO2-Prod_19T031901-7.LP-01-28.C2.czi,Layer 2,257546,257546,124,6130,69974,4434,257546,0,124,6130,69974,4434,178790,30,4,26,113,12,101,1,0,101,1371,3063,49,75,358,5772,100,0.048147,2.380157,27.169516,1.721634,100,0.048147,2.380157,27.169516,1.721634,0.011648,0.001553,0.010095,0.043876,0.004659,0.039216,0.000388,0,0.039216,0.532332,1.189302,0.019026,0.029121,0.139004,2.241153,24327.01953,435.564667,8542.642578,2299.383789,389.313782,96.092049,61.473618,34.618431,26.740772,0.707558,72866864
NVA_PREDICT-COMBO2-Prod_19T032359-23.LP-01-30.C2.czi,Layer 1,334975,334975,90,2528,171995,55854,334975,0,90,2528,171995,55854,122986,37,26,11,698,81,617,0,0,617,17559,38295,78,12,213,2315,100,0.026868,0.754683,51.345623,16.67408,100,0.026868,0.754683,51.345623,16.67408,0.011046,0.007762,0.003284,0.208374,0.024181,0.184193,0,0,0.184193,5.241884,11.432197,0.023285,0.003582,0.063587,0.691096,18189.70117,394.242828,5187.722168,4983.215332,439.253998,86.531197,50.232967,36.298229,27.627525,0.711909,43202436
NVA_PREDICT-COMBO2-Prod_19T032359-23.LP-01-30.C2.czi,Layer 2,37875,37875,28,141,7309,5706,37875,0,28,141,7309,5706,25136,22,5,17,7,1,6,0,0,6,396,5310,7,21,19,122,100,0.073927,0.372277,19.297689,15.065347,100,0.073927,0.372277,19.297689,15.065347,0.058086,0.013201,0.044884,0.018482,0.00264,0.015842,0,0,0.015842,1.045545,14.019802,0.018482,0.055446,0.050165,0.322112,19304.37695,466.409393,9307.74707,2320.887939,600.793152,88.066383,57.878471,30.187916,25.143278,0.714168,12609850
NVA_PREDICT-COMBO2-Prod_19T030763-2.LP-01-38.C2.czi,Layer 1,1158106,1158106,75,436,233767,2929,1158106,0,75,436,233767,2929,921223,5,0,5,13,3,10,0,0,10,177,2752,62,13,70,366,100,0.006476,0.037648,20.185286,0.252913,100,0.006476,0.037648,20.185286,0.252913,0.000432,0,0.000432,0.001123,0.000259,0.000863,0,0,0.000863,0.015284,0.237629,0.005354,0.001123,0.006044,0.031603,23812.14453,395.508514,4516.035156,2288.077393,355.186462,93.624519,47.378017,46.246502,31.207964,0.718298,157587328
NVA_PREDICT-COMBO2-Prod_19T031076-2.LP-01-24.C2.czi,Layer 1,278100,278100,46,4876,85120,10313,278100,0,46,4876,85120,10313,179326,19,4,15,143,4,139,1,0,139,1253,9060,7,39,166,4710,100,0.016541,1.753326,30.607695,3.708378,100,0.016541,1.753326,30.607695,3.708378,0.006832,0.001438,0.005394,0.05142,0.001438,0.049982,0.00036,0,0.049982,0.450557,3.257821,0.002517,0.014024,0.059691,1.693635,21241.80078,395.984039,6439.703125,4017.97583,392.867981,84.232315,51.012829,33.219482,26.074209,0.730583,49765612
NVA_PREDICT-COMBO2-Prod_19T031076-2.LP-01-24.C2.czi,Layer 2,102511,102511,17,9395,30774,2706,102511,0,17,9395,30774,2706,60904,6,2,4,22,7,15,1,0,15,985,1721,4,13,276,9119,100,0.016584,9.16487,30.020193,2.639717,100,0.016584,9.16487,30.020193,2.639717,0.005853,0.001951,0.003902,0.021461,0.006829,0.014633,0.000976,0,0.014633,0.960872,1.678844,0.003902,0.012682,0.269239,8.895631,13502.77344,426.345612,7783.944336,2219.407959,425.773041,98.656326,61.650375,37.005951,27.740088,0.721058,43925256
NVA_PREDICT-COMBO2-Prod_19T031082-3.LP-01-25.C2.czi,Layer 1,295598,295598,2136,18810,128630,40725,295598,0,2136,18810,128630,40725,119987,1597,594,1003,2637,391,2246,39,15,2246,7052,33673,775,1361,3611,15199,100,0.722603,6.363372,43.515179,13.777157,100,0.722603,6.363372,43.515179,13.777157,0.540261,0.200949,0.339312,0.89209,0.132274,0.759816,0.013194,0.005074,0.759816,2.385672,11.391484,0.26218,0.460423,1.221591,5.14178,25227.11133,494.975403,6858.439941,3563.106934,421.341797,85.768829,51.894875,33.873955,26.568007,0.717103,41822856
NVA_PREDICT-COMBO2-Prod_19T031082-3.LP-01-25.C2.czi,Layer 2,62211,62211,126,3248,25884,4540,62211,0,126,3248,25884,4540,31681,55,23,32,543,145,398,9,4,398,2021,2519,70,56,744,2504,100,0.202537,5.220942,41.606789,7.297745,100,0.202537,5.220942,41.606789,7.297745,0.088409,0.036971,0.051438,0.872836,0.233078,0.639758,0.014467,0.00643,0.639758,3.248622,4.049123,0.11252,0.090016,1.19593,4.025012,23720.89063,432.31958,9740.695313,2890.79834,366.779297,90.935974,60.213974,30.722004,25.149685,0.714357,19596182
NVA_PREDICT-COMBO2-Prod_19T030394-7.LP-01-23.C2.czi,Layer 1,894880,894880,43,17220,295425,13863,894880,0,43,17220,295425,13863,573919,3,0,3,522,90,432,0,0,432,2267,11596,35,8,2853,14367,100,0.004805,1.92428,33.012806,1.549146,100,0.004805,1.92428,33.012806,1.549146,0.000335,0,0.000335,0.058332,0.010057,0.048275,0,0,0.048275,0.25333,1.295816,0.003911,0.000894,0.318814,1.605467,25582.6875,402.003448,6682.785156,2830.389893,367.117188,96.262444,56.868153,39.394291,28.830685,0.710045,137530304
NVA_PREDICT-COMBO2-Prod_19T030394-7.LP-01-23.C2.czi,Layer 2,150581,150581,115,8093,91484,10485,150581,0,115,8093,91484,10485,50542,20,20,0,620,264,356,1,1,356,7822,2663,112,3,1848,6245,100,0.076371,5.374516,60.754013,6.96303,100,0.076371,5.374516,60.754013,6.96303,0.013282,0.013282,0,0.411739,0.175321,0.236418,0.000664,0.000664,0.236418,5.194546,1.768483,0.074379,0.001992,1.227247,4.14727,26517.20313,392.565002,12116.71973,2384.469727,415.134186,89.858269,57.65781,32.200459,25.991983,0.714721,56445388
NVA_PREDICT-COMBO2-Prod_19T030346-8.LP-01-22.C2.czi,Layer 1,833777,833777,79,1138,77246,6232,833777,0,79,1138,77246,6232,749466,42,2,40,32,4,28,0,0,28,240,5992,3,76,73,1065,100,0.009475,0.136487,9.264587,0.747442,100,0.009475,0.136487,9.264587,0.747442,0.005037,0.00024,0.004797,0.003838,0.00048,0.003358,0,0,0.003358,0.028785,0.718657,0.00036,0.009115,0.008755,0.127732,20906.80273,428.571167,6380.974609,2238.472656,395.89624,99.795029,50.391418,49.40361,31.901485,0.733045,126285672
NVA_PREDICT-COMBO2-Prod_19T030346-8.LP-01-22.C2.czi,Layer 2,14445,14445,7,565,6945,598,14445,0,7,565,6945,598,6704,1,1,0,24,2,22,0,0,22,297,301,6,1,49,516,100,0.04846,3.911388,48.078918,4.139841,100,0.04846,3.911388,48.078918,4.139841,0.006923,0.006923,0,0.166147,0.013846,0.152302,0,0,0.152302,2.056075,2.083766,0.041537,0.006923,0.339218,3.57217,20567.44336,402.830322,7789.587891,2664.361816,427.232086,92.000732,60.815517,31.185217,25.201439,0.725582,7940349
NVA_PREDICT-COMBO2-Prod_19T030319-12.LP-01-21.C2.czi,Layer 1,256509,256509,279,6317,109138,51978,256509,0,279,6317,109138,51978,115944,202,109,93,1988,553,1435,1,1,1435,23983,27995,163,116,1473,4844,100,0.108768,2.462682,42.547436,20.263617,100,0.108768,2.462682,42.547436,20.263617,0.07875,0.042494,0.036256,0.775022,0.215587,0.559435,0.00039,0.00039,0.559435,9.34977,10.913847,0.063546,0.045223,0.574249,1.888433,15583.55273,389.82547,6142.408203,5040.680176,458.481689,91.476334,56.558666,34.917671,26.861979,0.712179,58615072
NVA_PREDICT-COMBO2-Prod_19T030319-12.LP-01-21.C2.czi,Layer 2,113350,113350,127,7213,58616,26338,113350,0,127,7213,58616,26338,39245,113,79,34,976,336,640,1,1,640,15996,10342,89,38,1430,5783,100,0.112042,6.363476,51.712395,23.235994,100,0.112042,6.363476,51.712395,23.235994,0.099691,0.069696,0.029996,0.86105,0.296427,0.564623,0.000882,0.000882,0.564623,14.112042,9.123952,0.078518,0.033524,1.261579,5.101897,21768.96875,434.924103,10778.42188,2562.653564,428.460236,91.851768,59.067978,32.783787,26.271793,0.708364,31924502
NVA_PREDICT-COMBO2-Prod_19T029902-2.LP-01-43.C2.czi,Layer 1,38395,38395,322,2805,8431,12273,38395,0,322,2805,8431,12273,17810,96,51,45,1815,195,1620,32,17,1620,633,11640,271,51,677,2128,100,0.838651,7.305639,21.958588,31.965099,100,0.838651,7.305639,21.958588,31.965099,0.250033,0.13283,0.117203,4.727178,0.507879,4.219299,0.083344,0.044277,4.219299,1.648652,30.316448,0.705821,0.13283,1.76325,5.542388,32980.96484,440.491821,5866.04834,5235.935059,488.417175,86.605331,52.64003,33.965298,26.43763,0.721203,6322277
NVA_PREDICT-COMBO2-Prod_19T029506-2.LP-01-37.C2.czi,Layer 1,4157,4157,57,150,2871,2282,4157,0,57,150,2871,2282,501,25,24,1,142,80,62,0,0,62,1502,780,56,1,83,67,100,1.371181,3.608371,69.064232,54.895359,100,1.371181,3.608371,69.064232,54.895359,0.601395,0.577339,0.024056,3.415925,1.924465,1.49146,0,0,1.49146,36.131824,18.763531,1.347125,0.024056,1.996632,1.611739,38459.73438,393.614441,5542.80957,5464.619141,495.680603,88.173477,52.26984,35.903633,27.251606,0.709159,575145.3125
NVA_PREDICT-COMBO2-Prod_19T029104-7.LP-01-19.C2.czi,Layer 1,314613,314613,494,1851,118481,7796,314613,0,494,1851,118481,7796,187143,311,13,298,175,5,170,113,2,170,583,7213,20,474,47,1804,100,0.157018,0.588342,37.659283,2.477965,100,0.157018,0.588342,37.659283,2.477965,0.098852,0.004132,0.09472,0.055624,0.001589,0.054035,0.035917,0.000636,0.054035,0.185307,2.292658,0.006357,0.150661,0.014939,0.573403,25905.2793,583.940857,6955.604004,3396.828613,363.673004,90.084969,52.763626,37.321339,27.71287,0.718684,46318392
NVA_PREDICT-COMBO2-Prod_19T029104-7.LP-01-19.C2.czi,Layer 2,51230,51230,92,1153,14021,3311,51230,0,92,1153,14021,3311,34156,45,28,17,30,0,30,0,0,30,1397,1914,44,48,15,1138,100,0.179582,2.250634,27.368729,6.46301,100,0.179582,2.250634,27.368729,6.46301,0.087839,0.054655,0.033184,0.058559,0,0.058559,0,0,0.058559,2.726918,3.736092,0.085887,0.093695,0.02928,2.221355,22581.70703,432.03241,8747.083008,2070.592041,426.855896,96.215958,62.82518,33.390778,26.322437,0.715203,32788322
NVA_PREDICT-COMBO2-Prod_19T028388-EX1B.LP-01-17.C2.czi,Layer 1,38432,38432,27,32,9914,3313,38432,0,27,32,9914,3313,25260,2,0,2,10,0,10,0,0,10,89,3224,12,15,1,31,100,0.070254,0.083264,25.796211,8.62042,100,0.070254,0.083264,25.796211,8.62042,0.005204,0,0.005204,0.02602,0,0.02602,0,0,0.02602,0.231578,8.388843,0.031224,0.03903,0.002602,0.080662,21694.72266,437.208252,4705.413574,2797.877441,454.414276,85.292,56.406376,28.885626,24.752396,0.699955,9772100
NVA_PREDICT-COMBO2-Prod_19T027169-11.LP-01-16.C2.czi,Layer 1,294916,294916,25,2033,74859,53486,294916,0,25,2033,74859,53486,168460,18,3,15,523,41,482,0,0,482,3234,50252,8,17,208,1825,100,0.008477,0.689349,25.38316,18.136011,100,0.008477,0.689349,25.38316,18.136011,0.006103,0.001017,0.005086,0.177339,0.013902,0.163436,0,0,0.163436,1.096583,17.039429,0.002713,0.005764,0.070529,0.61882,24636.37109,452.984924,4880.244141,2758.871826,515.170959,84.782722,52.761494,32.021229,25.945074,0.706879,38881528
NVA_PREDICT-COMBO2-Prod_19T027169-11.LP-01-16.C2.czi,Layer 2,36292,36292,15,1131,9068,1154,36292,0,15,1131,9068,1154,25149,7,1,6,9,1,8,0,0,8,161,993,2,13,48,1083,100,0.041331,3.116389,24.986223,3.179764,100,0.041331,3.116389,24.986223,3.179764,0.019288,0.002755,0.016533,0.024799,0.002755,0.022043,0,0,0.022043,0.443624,2.73614,0.005511,0.035821,0.132261,2.984129,31336.62305,441.262238,5527.875977,2178.491455,347.372803,86.800789,56.590462,30.210331,24.894836,0.728258,6026946
NVA_PREDICT-COMBO2-Prod_19T026914-13.LP-01-15.C2.czi,Layer 1,847968,847968,381,12865,100952,25023,847968,0,381,12865,100952,25023,711504,140,5,135,420,52,368,3,0,368,1554,23469,46,335,652,12213,100,0.044931,1.517156,11.905167,2.950937,100,0.044931,1.517156,11.905167,2.950937,0.01651,0.00059,0.01592,0.04953,0.006132,0.043398,0.000354,0,0.043398,0.183262,2.767675,0.005425,0.039506,0.07689,1.440267,25802.46094,434.433929,5220.117676,2409.826904,366.019775,108.849892,66.40773,42.442162,29.070498,0.747772,191893344
NVA_PREDICT-COMBO2-Prod_19T028969-13.LP-01-20.C2.czi,Layer 1,692551,692551,29,3818,59391,20341,692551,0,29,3818,59391,20341,609662,8,0,8,170,4,166,0,0,166,366,19975,0,29,150,3668,100,0.004187,0.551295,8.575686,2.937112,100,0.004187,0.551295,8.575686,2.937112,0.001155,0,0.001155,0.024547,0.000578,0.023969,0,0,0.023969,0.052848,2.884264,0,0.004187,0.021659,0.529636,18814.53516,406.354401,6746.59668,2408.25293,412.355042,88.901222,51.634808,37.266415,27.796736,0.723919,102733496
NVA_PREDICT-COMBO2-Prod_19T028969-13.LP-01-20.C2.czi,Layer 2,12841,12841,2,573,3180,691,12841,0,2,573,3180,691,8585,2,1,1,35,0,35,0,0,35,139,552,1,1,14,559,100,0.015575,4.462269,24.764427,5.381201,100,0.015575,4.462269,24.764427,5.381201,0.015575,0.007788,0.007788,0.272564,0,0.272564,0,0,0.272564,1.08247,4.298731,0.007788,0.007788,0.109026,4.353243,19611.35547,399.905884,10732.36231,2009.127197,462.190155,91.809982,60.710785,31.099197,25.153547,0.721215,8094992
NVA_PREDICT-COMBO2-Prod_19T028605-11.LP-01-18.C2.czi,Layer 1,343928,343928,874,5886,146435,26400,343928,0,874,5886,146435,26400,168952,41,19,22,318,56,262,17,15,262,2298,24102,847,27,1188,4698,100,0.254123,1.711405,42.577225,7.676025,100,0.254123,1.711405,42.577225,7.676025,0.011921,0.005524,0.006397,0.092461,0.016282,0.076179,0.004943,0.004361,0.076179,0.668163,7.007862,0.246272,0.00785,0.345421,1.365984,10180.25684,407.208527,5952.578613,3943.372314,453.326477,101.228889,59.794125,41.434765,29.238102,0.720951,83255168
NVA_PREDICT-COMBO2-Prod_19T028605-11.LP-01-18.C2.czi,Layer 2,24325,24325,12,678,8297,1951,24325,0,12,678,8297,1951,14018,0,0,0,25,3,22,0,0,22,543,1408,12,0,54,624,100,0.049332,2.787256,34.10894,8.020555,100,0.049332,2.787256,34.10894,8.020555,0,0,0,0.102775,0.012333,0.090442,0,0,0.090442,2.232271,5.788284,0.049332,0,0.221994,2.565262,10839.39746,369.923584,6918.964355,2229.87085,430.020721,103.790466,64.461227,39.329235,28.269722,0.734177,18658960
NVA_PREDICT-COMBO2-Prod_19T023927-19.LP-01-08.C2.czi,Layer 1,1242410,1242410,348,30752,365979,54402,1242410,0,348,30752,365979,54402,795591,116,16,100,343,53,290,4,1,290,2032,52370,73,275,2166,28586,100,0.02801,2.475189,29.457184,4.378748,100,0.02801,2.475189,29.457184,4.378748,0.009337,0.001288,0.008049,0.027608,0.004266,0.023342,0.000322,0.00008,0.023342,0.163553,4.215195,0.005876,0.022134,0.174339,2.300851,30097.27148,479.976135,6683.290039,2566.078369,386.794067,94.21167,53.444183,40.767487,29.162085,0.718349,249769040
NVA_PREDICT-COMBO2-Prod_19T023927-19.LP-01-08.C2.czi,Layer 2,15088,15088,6,629,8096,999,15088,0,6,629,8096,999,5923,4,3,1,3,1,2,0,0,2,512,487,3,3,47,582,100,0.039767,4.168876,53.658535,6.621156,100,0.039767,4.168876,53.658535,6.621156,0.026511,0.019883,0.006628,0.019883,0.006628,0.013256,0,0,0.013256,3.393425,3.227731,0.019883,0.019883,0.311506,3.85737,21410.65234,381.113495,9447.599609,2489.416016,377.293762,90.201027,59.663647,30.537378,25.254383,0.715471,3517298
NVA_PREDICT-COMBO2-Prod_19T025227-14.LP-01-10.C2.czi,Layer 1,585588,585588,108,4253,246074,33393,585588,0,108,4253,246074,33393,311567,45,17,28,511,103,408,2,1,408,8902,24491,73,35,396,3857,100,0.018443,0.726279,42.021694,5.702474,100,0.018443,0.726279,42.021694,5.702474,0.007685,0.002903,0.004782,0.087263,0.017589,0.069674,0.000342,0.000171,0.069674,1.520181,4.182292,0.012466,0.005977,0.067624,0.658654,19217,405.779999,5467.859863,3244.715088,407.008942,93.599312,52.936768,40.66254,29.21636,0.712303,99992608
NVA_PREDICT-COMBO2-Prod_19T025227-14.LP-01-10.C2.czi,Layer 2,182732,182732,40,2147,104099,6436,182732,0,40,2147,104099,6436,74495,24,21,3,102,42,60,0,0,60,3873,2563,34,6,515,1632,100,0.02189,1.174945,56.968128,3.522098,100,0.02189,1.174945,56.968128,3.522098,0.013134,0.011492,0.001642,0.055819,0.022984,0.032835,0,0,0.032835,2.119497,1.402601,0.018606,0.003283,0.281833,0.893111,17201.58984,396.240631,10676.95703,2540.943115,419.547607,101.318298,61.208298,40.110001,29.572018,0.689893,54806920
NVA_PREDICT-COMBO2-Prod_19T023958-12.LP-01-07.C2.czi,Layer 1,1322049,1322049,1878,1339,403300,40134,1322049,0,1878,1339,403300,40134,891811,77,34,43,46,12,34,3,1,34,15736,24398,451,1427,147,1192,100,0.142052,0.101282,30.505676,3.035742,100,0.142052,0.101282,30.505676,3.035742,0.005824,0.002572,0.003253,0.003479,0.000908,0.002572,0.000227,0.000076,0.002572,1.190274,1.845469,0.034114,0.107939,0.011119,0.090163,14249.7168,424.958435,5266.236816,3535.229248,376.780151,95.469887,59.89941,35.570477,26.627762,0.727998,318742112
NVA_PREDICT-COMBO2-Prod_19T026447-15.LP-01-14.C2.czi,Layer 1,882242,882242,194,11125,311011,62940,882242,0,194,11125,311011,62940,506207,46,7,39,898,113,785,1,0,785,6418,56522,136,58,1857,9268,100,0.021989,1.260992,35.252346,7.134097,100,0.021989,1.260992,35.252346,7.134097,0.005214,0.000793,0.004421,0.101786,0.012808,0.088978,0.000113,0,0.088978,0.727465,6.406632,0.015415,0.006574,0.210486,1.050505,24318.57031,403.978516,5406.778809,3710.154053,375.275177,91.065674,49.471237,41.594437,29.565882,0.712725,122484416
NVA_PREDICT-COMBO2-Prod_19T026447-15.LP-01-14.C2.czi,Layer 2,55052,55052,183,2105,31945,1692,55052,0,183,2105,31945,1692,20590,47,44,3,47,10,37,0,0,37,1064,628,180,3,179,1926,100,0.332413,3.823658,58.026955,3.073458,100,0.332413,3.823658,58.026955,3.073458,0.085374,0.079924,0.005449,0.085374,0.018165,0.067209,0,0,0.067209,1.932718,1.14074,0.326964,0.005449,0.325147,3.498511,26522.89648,393.205841,9464.044922,2465.844971,363.508057,95.598839,60.875027,34.723816,26.834763,0.71509,25337500
NVA_PREDICT-COMBO2-Prod_19T026133-5.LP-01-13.C2.czi,Layer 1,617371,617371,2656,6390,97500,52537,617371,0,2656,6390,97500,52537,466518,1096,265,831,630,105,525,5,4,525,5574,46963,567,2089,733,5657,100,0.430211,1.035034,15.792773,8.509794,100,0.430211,1.035034,15.792773,8.509794,0.177527,0.042924,0.134603,0.102046,0.017008,0.085038,0.00081,0.000648,0.085038,0.902861,7.606933,0.091841,0.33837,0.118729,0.916305,28309.82227,421.860962,5641.602051,2508.962891,402.662537,95.232407,49.700737,45.531673,30.758457,0.713035,87021288
NVA_PREDICT-COMBO2-Prod_19T026133-5.LP-01-13.C2.czi,Layer 2,59705,59705,72,2026,16496,2467,59705,0,72,2026,16496,2467,39495,26,9,17,91,14,77,0,0,77,574,1893,26,46,157,1869,100,0.120593,3.393351,27.629177,4.131982,100,0.120593,3.393351,27.629177,4.131982,0.043547,0.015074,0.028473,0.152416,0.023449,0.128967,0,0,0.128967,0.961394,3.170589,0.043547,0.077045,0.26296,3.130391,30027.90234,408.794556,6775.963379,2604.155762,377.266113,89.795204,56.754704,33.040501,26.253756,0.714165,13090931
NVA_PREDICT-COMBO2-Prod_19T025684-15.LP-01-12.C2.czi,Layer 1,143978,143978,102,11472,46875,9766,143978,0,102,11472,46875,9766,81103,29,7,22,482,86,396,1,0,396,3961,5805,56,46,904,10568,100,0.070844,7.967884,32.557056,6.782981,100,0.070844,7.967884,32.557056,6.782981,0.020142,0.004862,0.01528,0.334773,0.059731,0.275042,0.000695,0,0.275042,2.751115,4.031866,0.038895,0.031949,0.627874,7.34001,30445.3457,424.416565,6047.533691,2843.594238,377.74292,85.117767,55.359104,29.758661,24.799387,0.721737,47128244
NVA_PREDICT-COMBO2-Prod_19T025684-15.LP-01-12.C2.czi,Layer 2,88030,88030,63,4538,43252,6108,88030,0,63,4538,43252,6108,38184,21,15,6,65,9,56,0,0,56,3893,2215,46,17,114,4424,100,0.071567,5.155061,49.133251,6.938544,100,0.071567,5.155061,49.133251,6.938544,0.023856,0.01704,0.006816,0.073838,0.010224,0.063615,0,0,0.063615,4.422356,2.516188,0.052255,0.019312,0.129501,5.025559,25140.38281,386.257111,7835.380371,2403.405273,360.175201,87.055489,57.985443,29.070042,24.513418,0.718526,30451140
NVA_PREDICT-COMBO2-Prod_19T025493-13.LP-01-11.C2.czi,Layer 1,705727,705727,175,4779,258171,133824,705727,0,175,4779,258171,133824,321013,57,17,40,737,164,573,2,2,573,10485,123339,82,93,1055,3724,100,0.024797,0.677174,36.582275,18.962574,100,0.024797,0.677174,36.582275,18.962574,0.008077,0.002409,0.005668,0.104431,0.023238,0.081193,0.000283,0.000283,0.081193,1.485702,17.476871,0.011619,0.013178,0.149491,0.527683,27180.12695,463.547302,6202.691406,3116.878662,495.930603,91.224861,51.647789,39.577068,28.583412,0.720449,105959592
