"","Quantiseq_Monocyte","MCP_Monocytic_lineage","DeconRNASeq_BPRNACan_Mono","DeconRNASeq_BPRNACan3DProMet_Mono","DeconRNASeq_BPRNACanProMet_Mono","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","Epidish_CBSX_LM22_Monocytes","DeconRNASeq_CBSX_LM22_Monocytes","Epidish_CCLE_TIL10_Monocytes","DeconRNASeq_CCLE_TIL10_Monocytes","Epidish_CD226_Mono","DeconRNASeq_CD226_Mono","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","Epidish_LM22_Monocytes","DeconRNASeq_LM22_Monocytes","Epidish_TIL10_Monocytes","DeconRNASeq_TIL10_Monocytes","CBSX__LM22__Monocytes","CBSX__NSCLC.scRNAseq__Monocytes","CBSX__TIL10__Monocytes","CBSX__CCLE.TIL10__Monocytes"
"Patient33",0,60.9030256748,0.211649010250111,0.208574298464043,0.188529912498587,0.0277051322770619,0.2612069982594,0.0659734276270646,0.00808254301545127,0.200831029911252,0.227343944906365,0.510417614665376,0.205461345519505,0.0277051322770619,0.2612069982594,0.0659734276270646,0.00808254301545127,0.377346486839078,0.241143940014707,0.0559175379800152,0.0807617358310065,0.247809090364495,0.455737652458661
"Patient34",0.0551069924024027,16.2985584527386,0.0907036913617754,0.0889631906058275,0.0803280933620335,0.0294575477219018,0.201228218224554,0.00976230054041775,0.065632003108203,0,0.0846142419346169,0.230012401557207,0.114889231785802,0.0294575477219018,0.201228218224554,0.00976230054041775,0.065632003108203,0.485945332070746,0.103027847957687,0.0556666881825084,0.033747310250648,0.472868892332497,0.096704988492672
"Patient35",0.0590177706221263,9.63512790803286,0.0677890668899951,0.0644060467263086,0.055322150794102,0,0.217783987770553,0.00345769513533826,0.0237355623935288,0.0901647952419595,0,0.0438344455201914,0.0807747178931047,0,0.217783987770553,0.00345769513533826,0.0237355623935288,0.320786596181459,0.00468065240482783,0.0129700155361946,0,0.329199961003223,0.131891772207802
"Patient36",0,5.82282378602714,0.0361279990855138,0.0347982500162418,0.0201482796000559,0.0422263449272979,0.217154937480108,0.0192544258456707,0.0552943089813665,0.0727332689117258,0,0.0338105192184059,0.0551050022568815,0.0422263449272979,0.217154937480108,0.0192544258456707,0.0552943089813665,0.347593759793718,0,0.0290835812382645,0.0438500383709985,0,0.05645516272488
"Patient37",0,35.7491881132771,0.0650524167795007,0.0655587473365883,0.0553667849778651,0,0.210312786185043,0.0033284032020087,0.00619311851375081,0,0,0.263229853259124,0.123329179137816,0,0.210312786185043,0.0033284032020087,0.00619311851375081,0,0,0.00829829787081483,0,0,0
"Patient38",0.0237952927677163,13.5277455721657,0.0407940870984853,0.0397657921744641,0.0264912541014388,0.0233390421494985,0.215780006627824,0.0132818925893171,0.031081701233159,0.0261227197729019,0,0.0262823112795323,0.0414170022040563,0.0233390421494985,0.215780006627824,0.0132818925893171,0.031081701233159,0.38479904882513,0.00905514046951087,0,0.0365600852704728,0,0
"Patient40",0.0282704279470285,4.40643578832214,0.0330977989465754,0.0312666879613948,0.0212924856297568,0.049882173218685,0.218018081313664,0,0.00340537756386067,0.0109829155152109,0.0195907392806712,0.139851480349503,0.0684077508318924,0.049882173218685,0.218018081313664,0,0.00340537756386067,0.514159137218936,0.0603488774662446,0.00052989242964262,0.0326267769685425,0.0360447734891998,0.00086475546776393
"Patient42",0.112849622582625,7.40094998678571,0.0486363404208311,0.0457391716198394,0.0369038058588179,0,0.215617915415073,0.00126304669514187,0,0.0207206617359077,0.0482228374650709,0.119558399779243,0.0912365736562634,0,0.215617915415073,0.00126304669514187,0,0.213562491071281,0.0946075950911208,0.0499937299878342,0,0.18269642182121,0
"Patient44",0.0744512984602183,23.5150091296571,0.083847362886956,0.0824910612026182,0.0709596459787021,0,0.215988007398066,0.0403442372453975,0.0120373880976011,0.0201695474407176,0.0133452498342274,0.109760854830859,0.113916510585438,0,0.215988007398066,0.0403442372453975,0.0120373880976011,0.0378067512582738,0.0579297678221181,0.0387454966995161,0,0,0.00238701353123033
"Patient45",0.0191675392026035,30.78793880652,0.0966734185892512,0.0918820881870692,0.0832771126278104,0,0.233919943907495,0.0166324109292712,0.00948607761201375,0,0,0.141481422176461,0.115405449532875,0,0.233919943907495,0.0166324109292712,0.00948607761201375,0,0,0.0167350828879047,0,0,0
"Patient47",0.0553656599737873,3.35606580808714,0.0840235621826877,0.0784450466060563,0.0592276261656048,0.0561576893986806,0.232538501759548,0.0549733770459772,0.0479991680770264,0.0689392004932339,0.0141802480711386,0.124754493232714,0.0627463763878062,0.0561576893986806,0.232538501759548,0.0549733770459772,0.0479991680770264,0.841860096135168,0.0315758763015285,0.0339060843421278,0.0287588085576596,0.703362495360167,0.0820659785959649
"Patient48",0.0192501268166822,3.96422036279857,0.0313552819150957,0.0299720671323281,0.0254984166636527,0.0155971107361193,0.215554046481449,0.00841135315137179,0,0.0195295391035951,0,0.0616395885495774,0.0821449546841978,0.0155971107361193,0.215554046481449,0.00841135315137179,0,0.35195111018314,0,0.0152824010164772,0.0228850767271431,0.100779473505909,0
"Patient4",0.113914139716263,10.7028787972657,0.0579818093969494,0.0545559194263908,0.0412368773669971,0.0271187430327851,0.225476401113089,0.00958631960602711,0.0465577306312407,0.0149714999716169,0.078709570490772,0.185533006955402,0.109942524613983,0.0271187430327851,0.225476401113089,0.00958631960602711,0.0465577306312407,0.0815878632984782,0.10916209821557,0.00623250678104741,0.0396555878295637,0.200516506461288,0.00619363969864935
"Patient51",0,12.2662508470629,0.102624335045207,0.10192565319984,0.0909387757726048,0.000426906596188662,0.241123072209998,0.0226997272943862,0.0179625790808931,0.09711953367353,0.107913495797697,0.447180471168622,0.273493922956742,0.000426906596188662,0.241123072209998,0.0226997272943862,0.0179625790808931,0.424093058885575,0.162087038431062,0.025255666726325,0.0167278123709458,0.353268898112883,0.1054212712032
"Patient58",0.202375116203579,6.13497170227929,0.0388259508986999,0.0371938180685189,0.0272086759925471,0.0231722840423406,0.215841420083569,0.0107089658258465,0.042068010620154,0.0569740988030653,0.140565782117747,0.0697731888278272,0.0889300354583307,0.0231722840423406,0.215841420083569,0.0107089658258465,0.042068010620154,0.738273003154669,0.217747936452069,0.0126600783690196,0.0112708282300731,0.571003247320821,0.0945371881329493
"Patient61",0.06083015852388,46.0468803105814,0.170796064196132,0.164750443367865,0.134866579273856,0.0454706007449001,0.333887618228383,0.0385412177938301,0.0786535640747223,0.182335170699885,0,0.101301217196245,0.186507156748907,0.0454706007449001,0.333887618228383,0.0385412177938301,0.0786535640747223,0.491131253934007,0,0.0660841315896551,0.0515534960837245,0.532951069978727,0.214945996783944
"Patient62",0,46.7526717635286,0.0800991791657971,0.0789301346269181,0.0670433946437607,0.000383549215948658,0.235652991746892,0.00741667035967358,0,0,0,0.319105331990464,0.266990530264709,0.000383549215948658,0.235652991746892,0.00741667035967358,0,0,0,0.00287828649564463,0.014483713297342,0,0
"Patient63",0.071715445224225,7.46462373728286,0.0664880607264561,0.0610177403925508,0.0525648482622281,0.0281953659392751,0.217781579711794,0.0129350280131335,0.0455519591326348,0.0312731310466397,0.0324292725769537,0.116035560212729,0.0769349197684708,0.0281953659392751,0.217781579711794,0.0129350280131335,0.0455519591326348,0.600656348728452,0.0688390593579321,0.00912144087835623,0.0273097995723851,0.247132199445375,0
"Patient67",0.0147661827671488,4.13705028693929,0.0649539102048902,0.061483851030113,0.0482823873078292,0.0231086549094585,0.217568634331626,0.0093188337124924,0.0170538727194818,0.0384012904400824,0.0616118528132502,0.0527575602815016,0.0311245442001935,0.0231086549094585,0.217568634331626,0.0093188337124924,0.0170538727194818,0.691580196066352,0.187929447941445,0,0.0184760873964924,0.509345947237658,0.0889275853765957
"Patient6",0.0331564379297863,8.70902488701571,0.063379592779143,0.0621016684046853,0.0517929752438298,0.124490458063448,0.219828572886449,0,0.0303614430587132,0.0295421624442995,0.111135702114129,0.0645908305986238,0.109958415053341,0.124490458063448,0.219828572886449,0,0.0303614430587132,0.496959813393391,0.224053266168127,0,0.105633227628765,0.106499175496093,0.0637923759347591
"Patient72",0.138572578180329,11.8701234811814,0.0625368178591961,0.0597522697120976,0.0461406832408099,0,0.215176509004376,0.0101080295881284,0.0481760525058441,0,0,0.0883304220134422,0.0357239932439922,0,0.215176509004376,0.0101080295881284,0.0481760525058441,0,0.0205635354566065,0.028427317488103,0,0,0
"Patient73",0.0786374440482897,9.79784377598,0.0704877376139373,0.06786719459599,0.0643282998710859,0.0258543654973305,0.217861172213441,0.0312058314220728,0.0468331780365416,0.0162606318697719,0.00417429584446829,0.0948688778147368,0.144553962645756,0.0258543654973305,0.217861172213441,0.0312058314220728,0.0468331780365416,0.223572821180188,0.0415682918394932,0.0158362340403812,0.00586018895257789,0.0991753809486402,0.0037100809053425
"Patient75",0.0572259385497814,21.6163207179309,0.0665394418122458,0.0645166098225393,0.0579151140800316,0,0.201253004213829,0.007337364546261,0.00332018810986289,0,0,0.145713831559595,0.203649972824214,0,0.201253004213829,0.007337364546261,0.00332018810986289,0,0,0.00945961866814214,0,0,0
"Patient77",0.235160802980805,26.6333358564871,0.0877514182795402,0.0867486994471707,0.0715145223437013,0,0.207752444086085,0.024500052906429,0.050048685002376,0,0.0278641764727489,0.201628708116144,0.12939668289971,0,0.207752444086085,0.024500052906429,0.050048685002376,0,0.0494548623183339,0.0178511892728483,0,0.00534255431233181,0
"Patient78",0.0488601637911648,42.6456002187714,0.0810153812751671,0.080776604211717,0.0678574160300944,0,0.238142092765298,0.0175423903830939,0.0351392546158983,0,0,0.335622144632211,0.218283440371139,0,0.238142092765298,0.0175423903830939,0.0351392546158983,0,0,0.0480800072318834,0,0.0547149584722675,0.0216005086853629
"Patient79",0.329749468578453,51.1610729550286,0.0796007220951351,0.0785457155683457,0.0627507796394772,0,0.21037904107042,0.0419765669002261,0.0633819460305141,0.0215873877211874,0.0480009397165694,0.335873765216,0.118154775177768,0,0.21037904107042,0.0419765669002261,0.0633819460305141,0,0.0639659455103236,0.028932608183522,0,0,0
"Patient7",0,12.7842101736943,0.0632673912219977,0.0618459099211386,0.049170406172626,0.00115902172484646,0.215449797580807,0.0237912992067106,0.0358219260785841,0.0484654630247905,0,0.0956549250499644,0.0635352273813891,0.00115902172484646,0.215449797580807,0.0237912992067106,0.0358219260785841,0.475876897728362,0,0.0641800901113719,0.0217712244718166,0.299597167053442,0
"Patient82",0.114707794862962,4.37932604175071,0.0641080774675686,0.0630084473888281,0.0544005109269277,0.13801920562465,0.233533188193511,0,0.0383724147105039,0.0478097301632035,0.063578381656798,0.0975123484301478,0.0881440537512288,0.13801920562465,0.233533188193511,0,0.0383724147105039,0.824351005512504,0.125348709102751,0.0642276767674161,0.0914764453366006,0,0.0679270908109402
"Patient83",0.126347496077814,3.441377456836,0.0373327342976535,0.0344739035550357,0.0199206205646998,0.0443495151390677,0.233630150993932,0.0333971109660839,0.0482656682657358,0,0.0672430584394284,0.139583804376277,0.073843669716327,0.0443495151390677,0.233630150993932,0.0333971109660839,0.0482656682657358,0.0219554495960907,0.105807883116413,0.0167663355416174,0.0362765803699344,0.274923574646728,0
"Patient86",0.0680303109129817,32.9352399971871,0.107807849722052,0.109209789086702,0.0977550407751181,0,0.199096391812734,0.0107109324641802,0.00431694356253402,0.0498856684595402,0,0.195657118313856,0.128266757412052,0,0.199096391812734,0.0107109324641802,0.00431694356253402,0.121844880638733,0,0.00474349004845869,0,0.111619878579954,0.0616672208547888
"Patient87",0.0272862890807598,18.3147649336886,0.0722943392840562,0.0692541338860878,0.0575420309985007,0,0.208197014512772,0.0116377030426726,0.00418941845634885,0.023167659324402,0.0149039464614872,0.07835766609975,0.0447070506570171,0,0.208197014512772,0.0116377030426726,0.00418941845634885,0.0643723465538063,0.0361047193566991,0.0174898514425013,0,0.0087011562219694,0
"Patient8",0,9.57822421191286,0.0278384845449384,0.0263811377274401,0.0136570900640709,0.0259755424207722,0.232386391709011,0.0452287268858508,0.0512895398918405,0.02427571312176,0,0.136540869443259,0.0841163455229471,0.0259755424207722,0.232386391709011,0.0452287268858508,0.0512895398918405,0.227006470050039,0,0.0465613130213949,0.0125053183351439,0,0
"Patient94",0.0951444452693563,15.6082347555429,0.0804445723448293,0.0774944288473081,0.06207144994621,0.0638043845616132,0.228211143761456,0.0211108391741843,0.035243079832835,0.0110294727612568,0.0368718963363117,0.111496535462075,0.0688723778587408,0.0638043845616132,0.228211143761456,0.0211108391741843,0.035243079832835,0.229339131837726,0.0957682860991635,0.0124534449680565,0.0513713674286486,0.661772680429697,0.0476059220207682
"Patient96",0.0672253431797544,4.63339880450529,0.0721159589647608,0.0696806321684813,0.0591582031034838,0.0986526566917818,0.216091977292738,0.122877058533789,0.0652196419153946,0.0114054592280207,0.0170512418650743,0.0838445853277723,0.140247243524906,0.0986526566917818,0.216091977292738,0.122877058533789,0.0652196419153946,0.0637107044386055,0.0814280931709359,0.114305654812217,0.093013330821582,0.0592061653962721,0.0269495047816226
"Patient98",0.0267146697086335,25.1052507351557,0.0691688336161881,0.0673562272919006,0.0533801280852859,0,0.195033577960605,0.0166030690725599,0.0121233643924072,0,0,0.212966285143633,0.149375514436951,0,0.195033577960605,0.0166030690725599,0.0121233643924072,0,0,0.0337592147549347,0,0.0545974510245189,0.0169756347196121
"Patient99",0,66.6341321617286,0.0951046643961781,0.0936940190583944,0.0800919573709218,0.00706481304549192,0.301138203820026,0.00897585408178376,0.020645027964539,0.0808036281236692,0,0.164768805358634,0.177265299609782,0.00706481304549192,0.301138203820026,0.00897585408178376,0.020645027964539,0.230584501624085,0.00830326032150691,0.0471800357849297,0.00802570975784587,0.260629346143051,0.0617884557441466
"Patient9",0.0829404253612171,7.81815091640429,0.0523786471572363,0.0518220232410194,0.0405030609821499,0.0340973221568402,0.218444615186662,0.0223397078686464,0.0275211473935611,0.00281763055133927,0.0222681451976291,0.103140973360415,0.112070946538383,0.0340973221568402,0.218444615186662,0.0223397078686464,0.0275211473935611,0.166117033810258,0.0798665610578982,0.0241765343028323,0.0384013679014209,0,0
"Patient56",0,27.1345284228414,0.0654068154133485,0.0663824006178981,0.0540566333702817,0.2167672223964,0.296773455177634,0.0595838208011168,0.0570338584228481,0.254234747786074,0.0917437267038192,0.153860476923776,0.123773958041237,0.2167672223964,0.296773455177634,0.0595838208011168,0.0570338584228481,0.647621836944572,0.124861948972207,0.0152776345518785,0.178499949521554,0.530542168331144,0.261805326980902
"Patient191",0,35.2835631271,0.118270084817748,0.117627751114543,0.101288263380481,0.00434421962784771,0.243507855076374,0.0337617572289435,0.0309365326697101,0.0081213095921141,0,0.21561986726521,0.200256631170275,0.00434421962784771,0.243507855076374,0.0337617572289435,0.0309365326697101,0.0599693941809178,0,0.0305555660153504,0.013504017661679,0.0514320837145313,0
"Patient189",0.0148066011617156,20.3750429152943,0.11562236314055,0.1160374105392,0.102289991418122,0.0227473044295565,0.220236379010188,0.00843092173796034,0.0497616631102459,0.491230259140788,0.537606689888408,0.221876666198467,0.133810528506678,0.0227473044295565,0.220236379010188,0.00843092173796034,0.0497616631102459,0.830932269189384,0.550792037168019,0.0331805160137205,0.0155086912668278,0.828057859894677,0.595129377540559
"Patient200",0.00990213100070992,31.99967540365,0.0608902477469157,0.0596644817254252,0.0485872150706835,0,0.22286326835206,0.012119089603936,0.0384463004214515,0,0,0.0834184597012161,0.103969703850223,0,0.22286326835206,0.012119089603936,0.0384463004214515,0,0,0.0278979153064487,0.00449548398829961,0,0
"Patient201",0.293116866469601,4.616597840645,0.0529866648635301,0.050666920610972,0.0380857407878277,0.0784639511061121,0.250961237166812,0.0425774236333435,0.0495054164024675,0,0.116889332853973,0.158145463021224,0.210891466469748,0.0784639511061121,0.250961237166812,0.0425774236333435,0.0495054164024675,0,0.153114459888624,0,0.0491379597567901,0.175577284074537,0
"Patient203",0.0353931831302273,19.69474898813,0.0712350311460541,0.0713471294243331,0.057668933057885,0.0538078337707755,0.223637532133351,0.0492325582288654,0.0325771300249047,0.191567863521626,0.0777430214720863,0.160533878846016,0.156006514545653,0.0538078337707755,0.223637532133351,0.0492325582288654,0.0325771300249047,0.816786627827905,0.120739366491283,0.0959231940560728,0.0382460286055294,0.548562881677752,0.184461514742661
"Patient193",0.179013304739376,15.9197639762643,0.0714091067363087,0.0683226757155049,0.0535476640726885,0,0.216968810713146,0.0282125359745629,0.0391722736054195,0.00760407273403851,0,0.16497986294902,0.0841952171110139,0,0.216968810713146,0.0282125359745629,0.0391722736054195,0.0714014330639299,0.0160017500043362,0.0204628358953521,0,0.432621342804165,0
"Patient195",0,10.5888331916886,0.0402164630685127,0.0394764915820125,0.0324078337682386,0,0.213947991198184,0.00726237262894533,0.00917779166529331,0.0138817569990175,0,0.0752109075028609,0.0712612581499346,0,0.213947991198184,0.00726237262894533,0.00917779166529331,0.112643846746595,0,0.0265221164992192,0,0,0.0053329284552062
"Patient196",0,14.2988685832114,0.0413880570416544,0.0384371176498516,0.0399261233760604,0.0986191723477338,0.219771436185153,0,0.0195892467981672,0.00502511452304232,0,0.150278540650153,0.106776814026078,0.0986191723477338,0.219771436185153,0,0.0195892467981672,0.20080579222543,0,0.0220207490680869,0.0955113814411592,0,0
"Patient197",0.19879445949963,3.45903605675814,0.0371811544975955,0.0323394479437151,0.0222565555159988,0.292146039104041,0.230715956649816,0.0285661530045547,0.0505248720869359,0,0.0443263319481083,0.110016893371478,0.131211141109565,0.292146039104041,0.230715956649816,0.0285661530045547,0.0505248720869359,0,0.124022644561451,0,0.253382267614664,0,0
"Patient204",0.148667330691059,11.9572622549229,0.0901306596408075,0.0876087327116237,0.0727288041127659,0.212345739178515,0.230019262493314,0.0853149548404732,0.052922230424395,0.0838823214458243,0.0700460670522935,0.11353241647362,0.0628656241114351,0.212345739178515,0.230019262493314,0.0853149548404732,0.052922230424395,0.659819737113236,0.146407638912672,0.158446319066413,0.186367654436493,0.500018200358523,0.130446536683126
"Patient205",0.0731941976886665,26.3457001351543,0.0519488667322177,0.0513978778310665,0.0419151414721668,0.021500386173758,0.232209767415371,0.0400577720712208,0.0633254984483928,0,0.214065998130682,0.237073475389475,0.235359125557866,0.021500386173758,0.232209767415371,0.0400577720712208,0.0633254984483928,0.0439508416914423,0.277229703816497,0.0669779382761855,0.0420589255017717,0.22727852883851,0.0249700709402897
"Patient206",0.204104718390847,33.8528290723043,0.0820639135131433,0.0821328817296696,0.0688773834588977,0,0.23656616641549,0.0925253011455676,0.0397703168187246,0.0771748071783617,0.00811430263346377,0.25585617200024,0.175315451035388,0,0.23656616641549,0.0925253011455676,0.0397703168187246,0.460908493226387,0.0350728548673767,0.115673541372727,0,0.493019389854191,0.0871339947396476
