"","Quantiseq_NK_cell","DeconRNASeq_BPRNACanProMet_NK","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NK.cells","Epidish_CBSX_LM22_NK.cells.resting","DeconRNASeq_CBSX_LM22_NK.cells.resting","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_NK.cells","Epidish_CCLE_TIL10_NK.cells","DeconRNASeq_CCLE_TIL10_NK.cells","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NK.cells","Epidish_LM22_NK.cells.resting","DeconRNASeq_LM22_NK.cells.resting","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_NK.cells","Epidish_TIL10_NK.cells","DeconRNASeq_TIL10_NK.cells","CBSX__LM22__NK_cells_resting","CBSX__NSCLC.scRNAseq__NKT_cells","CBSX__TIL10__NK.cells","CBSX__CCLE.TIL10__NK.cells"
"IP.108b",0.0282478045764885,0.0854844751589194,0.103364616033751,0.0693292691729043,0.22542633048504,0.111511227835814,0.0224343641397496,0.0489342772256688,0,0.0911526309901831,0.103364616033751,0.0693292691729043,0.22542633048504,0.111511227835814,0.0224343641397496,0.0489342772256688,0,0.111310574833334,0.122783111403421,0.015887787136532,0,0
"IP.115b",0.0145628100421218,0.0776297551380719,0.157694725381533,0.0661784288911099,0.224232144195795,0.0732643692453379,0.0321171218139409,0.0759452458424615,0,0.0592520139448037,0.157694725381533,0.0661784288911099,0.224232144195795,0.0732643692453379,0.0321171218139409,0.0759452458424615,0,0.116027332026399,0.0724482043922516,0,0.0681851708711307,0
"IP.124b",0.0291459515742402,0.0781696507806527,0,0.0443560043328542,0.231305233351046,0.0583135805931554,0.0149217861121703,0.034463483284692,0,0.0762634383787915,0,0.0443560043328542,0.231305233351046,0.0583135805931554,0.0149217861121703,0.034463483284692,0,0.0901282353060892,0.0427561611003886,0,0,0
"IP.127",0.106119394988414,0.105359611241735,0,0.0603597931442764,0.253595834612097,0.0397227032116905,0.0429186523654056,0.092118291540041,0.035018407238103,0.192625432019218,0,0.0603597931442764,0.253595834612097,0.0397227032116905,0.0429186523654056,0.092118291540041,0.216848559618651,0.213417680515966,0.0158751739570506,0,0,0
"IP.138b",0.0340907186780392,0.112045298328165,0,0,0.184167144020461,0.0379710959802171,0,0.0161598325185851,0.0214183333219161,0.103376866514828,0,0,0.184167144020461,0.0379710959802171,0,0.0161598325185851,0,0.126766778659258,0.0552569776640112,0,0,0
"IP.140b",0.0601206664205003,0.119644132888291,0,0,0.22045985716382,0.0629099956147219,0.02806230473765,0.040799216426832,0.01776147214624,0.122587054233174,0,0,0.22045985716382,0.0629099956147219,0.02806230473765,0.040799216426832,0,0.148259373689726,0.026624318557909,0,0,0.0386570422451756
"IP.148",0.0396772507491008,0.0581376920735565,0.0434616391452294,0.0941447277945005,0.187736480961541,0.00901983363794741,0.0213038036571986,0.0426836550522092,0.0303528048572821,0.35430271208811,0.0434616391452294,0.0941447277945005,0.187736480961541,0.00901983363794741,0.0213038036571986,0.0426836550522092,0,0.377571204991592,0.00637632564698887,0,0,0
"IP.197",0.0370354137194126,0.0920396593650645,0.105963350111729,0.038912702074432,0.262928892132258,0.031956417877221,0.0407130137546603,0.0942581654886439,0,0.193857054037719,0.105963350111729,0.038912702074432,0.262928892132258,0.031956417877221,0.0407130137546603,0.0942581654886439,0.0144126317599363,0.289392645972354,0.0110601290667772,0,0,0
"IP.214",0.0409337009301693,0.0869425045416546,0,0.0661754506761003,0.248346611219291,0.0317801214345039,0.0219799441593169,0.0964644739853489,0,0.100092662193849,0,0.0661754506761003,0.248346611219291,0.0317801214345039,0.0219799441593169,0.0964644739853489,0,0.1715257260564,0.0855341964418247,0,0.136965549673371,0.00449624675766635
"IP.28",0.0173951647487152,0.0688961764830896,0.040593894653704,0.0618942697884588,0.261863137198098,0.00978475139578155,6.31421820897898e-06,0.0877548388909185,0,0.0920061503459656,0.040593894653704,0.0618942697884588,0.261863137198098,0.00978475139578155,6.31421820897898e-06,0.0877548388909185,0,0.161323425798858,0,0.480924962198915,0,0.0590719971371213
"IP.31b",0.0440074487265254,0.0615485564636303,0,0.0428805223945715,0.262342630037653,0.0317863954382306,0.0360372941353133,0.0497730908201324,0,0.110972330535734,0,0.0428805223945715,0.262342630037653,0.0317863954382306,0.0360372941353133,0.0497730908201324,0,0.120579363989273,0.0221559280076535,0,0,0
"IP.36",0.0346023986439056,0.0581044313432476,0.0586410774601417,0.061851198883117,0.250398756012119,0.111811573934207,0.0376240137343843,0.0830725476501988,0,0.0947618867890229,0.0586410774601417,0.061851198883117,0.250398756012119,0.111811573934207,0.0376240137343843,0.0830725476501988,0,0.135508580011111,0.126212388968625,0,0,0
"IP.38b",0.000100790501433565,0.103516093569698,0.305977165716632,0.0849347128665323,0.243787688013408,0.1308377353093,0.0852108802334088,0.107512073668206,0,0.063871613553963,0.305977165716632,0.0849347128665323,0.243787688013408,0.1308377353093,0.0852108802334088,0.107512073668206,0,0.109156734101521,0,0,0,0
"IP.52",0.0331592483859201,0.104226152672419,0.154004272002096,0.0789370778957833,0.207119339953886,0.0511211030090035,0.040158316347338,0.0608999648452851,0.017485630438976,0.105177101336846,0.154004272002096,0.0789370778957833,0.207119339953886,0.0511211030090035,0.040158316347338,0.0608999648452851,0,0.174623739898083,0.0404939954861417,0,0.0117005594494523,0.00763446317591436
"IP.57",0.0283232214050993,0.0406241127368437,0.319628405583763,0.0756698339755445,0.239555780656004,0.0395825352005757,0.0149879615597802,0.0496411199403278,0,0.0682305301475942,0.319628405583763,0.0756698339755445,0.239555780656004,0.0395825352005757,0.0149879615597802,0.0496411199403278,0,0.141514070259232,0.00819858407577402,0.371395300959917,0,0
"IP.58b",0.0462557225584359,0.123423863871117,0.00678342348016847,0,0.153328484841698,0.0960848637084324,0.0465572004116708,0.0125673310687312,0.0706988611254532,0.193373035591893,0.00678342348016847,0,0.153328484841698,0.0960848637084324,0.0465572004116708,0.0125673310687312,0.0716204438581374,0.228349624647266,0.0742236933908512,0.0166520099056921,0,0
"IP.67b",0.0257468459929327,0.0935068721378785,0.913810860722628,0.0616407000446651,0.263155044596659,0.0807568608557653,0.0348751504523866,0.118376830498919,0,0.0717768354590851,0.913810860722628,0.0616407000446651,0.263155044596659,0.0807568608557653,0.0348751504523866,0.118376830498919,0,0.118505717347447,0.106255895707687,0.220525531436037,0.106304073628156,0
"IP.73",0.0269836935183986,0.0956669400957518,0.247355869296617,0.0723026131197835,0.252249909097013,0.0357326197062324,0.0382739575711648,0.0543376917315308,0,0.0671221876872341,0.247355869296617,0.0723026131197835,0.252249909097013,0.0357326197062324,0.0382739575711648,0.0543376917315308,0,0.107810369618631,0.0406655351353616,0.254028470549675,0,0
"IP.82b",0.123974427440941,0.11643326840664,0,0,0.241779113482502,0.0531583713645554,0.0165303291297404,0.0602599543135318,0.0165684285415287,0.165416039472237,0,0,0.241779113482502,0.0531583713645554,0.0165303291297404,0.0602599543135318,0,0.18951238686668,0.0600362484070007,0,0,0.00124350811225621
"IP.89b",0.0309023585519774,0.0981029842116173,0.0655348640298251,0.0495582776184624,0.242755178817839,0.0438113448138022,0,0.0705323917561335,0,0.0770998450243708,0.0655348640298251,0.0495582776184624,0.242755178817839,0.0438113448138022,0,0.0705323917561335,0,0.112848247342155,0.0695249608275613,0.132697581295152,0,0
