"","Quantiseq_Myeloid_dendritic_cell","MCP_Myeloid_dendritic_cells","Epidish_CBSX_LM22_Dendritic.cells.resting","DeconRNASeq_CBSX_LM22_Dendritic.cells.resting","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Dendritic.cells","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_Dendritic.cells","Epidish_CCLE_TIL10_Dendritic.cells","DeconRNASeq_CCLE_TIL10_Dendritic.cells","Epidish_LM22_Dendritic.cells.resting","DeconRNASeq_LM22_Dendritic.cells.resting","Epidish_TIL10_Dendritic.cells","DeconRNASeq_TIL10_Dendritic.cells","CBSX__LM22__Dendritic_cells_resting","CBSX__HNSCC__Dendritic_cells","CBSX__TIL10__Dendritic.cells","CBSX__CCLE.TIL10__Dendritic.cells"
"Patient191",0.00196313413318335,2.8889387823968,0.0291779057932596,0.0464784950769109,0.101356356353783,0.0308835216219429,0.00945431135058919,0,0.0291779057932596,0.0464784950769109,0,0,0.0275051700745219,0.108516999008734,0,0.00133675183208023
"Patient189",0.00585492594138629,10.62241111117,0.0693852952812301,0.0826979171979924,0,0.0252205327863848,0,0,0.0693852952812301,0.0826979171979924,0,0,0.0417378300004015,0,0,0
"Patient200",0.00226944565756035,1.6845585334236,0.00148674769166568,0.0400483557789055,0,0.00321758149634494,0.0804772620785374,0,0.00148674769166568,0.0400483557789055,0.300841682556758,0,0.00427501984784045,0,0.450945875327452,0.100595360657557
"Patient201",0,0.9994696356032,0,0.0999882802563636,0,0.00014343401052741,0.072670714512432,0.0564649626480964,0,0.0999882802563636,0.380157129220534,0.0570286462580024,0.010062700415153,0,0.605040807770135,0.0820221791839101
"Patient203",0,5.3146493195186,0.0564462909400616,0.0320257276687897,0,0.0185757063048795,0,0,0.0564462909400616,0.0320257276687897,0,0,0.0136159463272264,0,0,0
"Patient193",0,3.790952990143,0.00706809120638464,0.0217489950479764,0.0387048055462421,0.0216884789055928,0.159666121936069,0,0.00706809120638464,0.0217489950479764,0.121327421954788,0,0.00305772251901707,0.00926720228328692,0,0.110100909644799
"Patient195",0,2.8347534625986,0,0.0153893576739896,0.0417442125157688,0.030680677074518,0,0,0,0.0153893576739896,0,0,0,0.0484450353166872,0.0515781968824804,0
"Patient196",0.036530115401455,0.44382453092306,0,0.0494946061640602,0.366574972232921,0.0481568334090169,0.019698137858723,0.0650873564923611,0,0.0494946061640602,0.0815553907369207,0.102757638080034,0,0.264643697919539,0.255931987230512,0.0443091846381797
"Patient197",0,0.1720941905922,0,0.0583311502431757,0.529925285765271,0.0747909434145031,0.00345407059892294,0.0298962096374596,0,0.0583311502431757,0.351982592157997,0.0462119305486339,0,0.34612947063405,0.625860607796302,0
"Patient204",0,3.957473203873,0.00535424719238097,0.072560927596175,0.123058732453633,0.0427887137013165,0.00337751606110609,0.0201175299465057,0.00535424719238097,0.072560927596175,0,0,0.0094695551045519,0.138647588358273,0,0
"Patient205",0,0.93703020581166,0,0.0434765931567726,0.0264697033761183,0.00942749715873031,0,0,0,0.0434765931567726,0,0,0,0.00319824738592126,0,0
"Patient206",0,6.2524252877506,0.00578942881697173,0.000324474723363603,0,0.00710538277811591,0,0,0.00578942881697173,0.000324474723363603,0,0,0,0.00891998187765137,0,0
