"","Epidish_BPRNACan_M1","DeconRNASeq_BPRNACan_M1","Epidish_BPRNACan3DProMet_M1","DeconRNASeq_BPRNACan3DProMet_M1","Epidish_BPRNACanProMet_M1","DeconRNASeq_BPRNACanProMet_M1","Epidish_CCLE_TIL10_Macrophages.M1","DeconRNASeq_CCLE_TIL10_Macrophages.M1","Epidish_CD226_M1","DeconRNASeq_CD226_M1","Epidish_TIL10_Macrophages.M1","DeconRNASeq_TIL10_Macrophages.M1","CBSX__TIL10__Macrophages.M1","CBSX__CCLE.TIL10__Macrophages.M1","CBSX__CD226__M1"
"J1_p3_rep1_auto",0.00073930154578937,0.057462026844689,0.00048650180378292,0.0485058855790653,0.00029020284476659,0.0489688481635942,0.0084404040929428,0.0232791136339848,0.0164410170017449,0,0.0120469387853549,0.0069478798365574,0,0.0118647439276683,0.0623788672684256
"J1_p3_rep2_auto",0.00090734701337826,0.0553396953047994,0.00065592158831905,0.043453472266752,0.00041483227786458,0.0444347758828772,0.0071493681438581,0.0255430667850799,0.0175172439456933,0,0.0121829414443111,0.007154682180675,0,0.0072179707474784,0.0737948226531517
"J4_p3_rep1_auto",0,0.0529206359928475,0,0.0464364552389135,0,0.0466106924530689,0.0090567313824535,0.0325292753823305,0.0158967889355135,0,0.0158465561091757,0.0147289336104592,0.0136011242019196,0.0116564211127773,0.06229030506719
"J4_p3_rep2_auto",0.0001364142930253,0.0550785379497066,0,0.0479725422905442,0,0.0472855152579957,0.007707151125843,0.0319307165680381,0.0184334858234425,0,0.0136750743689052,0.0141474069028275,0.0160731532961589,0.0139046469196423,0.0716003483220614
"J8_p3_rep1_auto",0,0.0535394632031871,0,0.0464458002252398,0,0.0455979018821401,0.009337358305332,0.0391240619632416,0.0158713089673107,0,0.0164105341882232,0.0191610054579356,0.0164041296624327,0.0107031554943208,0.06003665073946
"J8_p3_rep2_auto",0,0.0548647180028399,0,0.0507980628896754,0,0.0505110301245817,0.0082139954318217,0.0408938515215013,0.0145823181615568,0,0.0147083563114561,0.0204421648188797,0.0152811635877077,0.013365066689563,0.060215798638591
"J11_p3_rep1_auto",0,0.0534992185220529,0,0.0484058864279113,0,0.0477468875361964,0.0086167275851902,0.0386097706465132,0.0134654031447566,0,0.014304853140416,0.0184267060792805,0.0126473326648355,0.0127425354901115,0.0574042788020268
"J11_p3_rep2_auto",0,0.0560735499605327,0,0.0481977067030098,0,0.0476891655681241,0.0087193692518291,0.0353377515774925,0.0151001875718281,0,0.0168974365587088,0.0172510042594229,0.0162677012406965,0.0131562793643843,0.0553456976314983
"J14_p3_rep1_auto",0,0.0599810403051389,0,0.0516889986286913,0,0.0517166007187242,0.00805766960409,0.0313490351647148,0.0119002701858425,0,0.0160413529758566,0.0162840618708637,0.014385016755661,0.0122063454069532,0.0578056833316496
"J14_p3_rep2_auto",0,0.0493630902562237,0,0.0516108211993196,0,0.0506594849652544,0.0095418757445926,0.0352992844507882,0.0160251958058865,0,0.0191880279983941,0.0134844975595651,0.0114544303817602,0.0087255485261068,0.0405091493571296
